z,filepath,x_km_min,x_km_max,y_km_min,y_km_max,mean_temp,std_temp,min_temp,max_temp,x_axis_label,y_axis_label,unit_tag,figure_tag,georef_note
1,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z001.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.94198226928711,0.11634625494480133,15.644325256347656,16.141889572143555,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
2,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z002.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.02504539489746,0.10253273695707321,15.897729873657227,16.391000747680664,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
3,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z003.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.074199676513672,0.13594581186771393,15.92927074432373,16.465999603271484,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
4,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z004.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.993186950683594,0.06527604162693024,15.905035972595215,16.2189998626709,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
5,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z005.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.850170135498047,0.1428251415491104,15.465999603271484,16.03061866760254,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
6,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z006.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.68674087524414,0.26766884326934814,15.218071937561035,16.02174186706543,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
7,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z007.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.607840538024902,0.23513011634349823,15.164072036743164,15.945975303649902,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
8,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z008.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.554160118103027,0.1560032069683075,15.316937446594238,15.877490043640137,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
9,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z009.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.607635498046875,0.14550085365772247,15.391298294067383,16.121000289916992,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
10,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z010.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.719329833984375,0.21664054691791534,15.415909767150879,16.395999908447266,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
11,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z011.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.887060165405273,0.2535358667373657,15.439117431640625,16.31100082397461,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
12,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z012.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.822425842285156,0.19384071230888367,15.486270904541016,16.318777084350586,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
13,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z013.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.999298095703125,0.26851993799209595,15.566972732543945,16.638999938964844,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
14,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z014.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.227783203125,0.20330095291137695,15.72351360321045,16.62836456298828,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
15,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z015.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.252864837646484,0.14630821347236633,15.815009117126465,16.467300415039062,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
16,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z016.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.328323364257812,0.14186717569828033,15.974982261657715,16.586999893188477,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
17,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z017.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.449281692504883,0.10697449743747711,16.126972198486328,16.598222732543945,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
18,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z018.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.303476333618164,0.18256758153438568,15.769954681396484,16.500558853149414,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
19,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z019.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.013282775878906,0.28408122062683105,15.591541290283203,16.40999984741211,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
20,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z020.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.825496673583984,0.29094961285591125,15.479433059692383,16.336000442504883,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
21,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z021.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.882426261901855,0.24130068719387054,15.442910194396973,16.277999877929688,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
22,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z022.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.078954696655273,0.1800025850534439,15.598945617675781,16.298999786376953,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
23,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z023.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.078813552856445,0.1578916311264038,15.676495552062988,16.278793334960938,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
24,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z024.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.150001525878906,0.10239102691411972,15.783089637756348,16.278955459594727,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
25,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z025.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.074607849121094,0.1112552210688591,15.710270881652832,16.20674705505371,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
26,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z026.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.045385360717773,0.0829467922449112,15.799586296081543,16.178333282470703,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
27,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z027.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.04462432861328,0.04380582645535469,15.92719841003418,16.132556915283203,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
28,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z028.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.014928817749023,0.02935648150742054,15.93448543548584,16.093111038208008,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
29,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z029.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.963276863098145,0.032146189361810684,15.843207359313965,16.030000686645508,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
30,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z030.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.889716148376465,0.05114254355430603,15.761685371398926,16.01300048828125,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
31,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z031.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.849309921264648,0.09895148873329163,15.664604187011719,16.04599952697754,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
32,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z032.png,462.0,492.6393868948385,4376.0,4396.805363199146,15.857069969177246,0.3047128915786743,15.520936965942383,16.594999313354492,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
33,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z033.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.172245025634766,0.3319166600704193,15.680946350097656,16.647991180419922,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
34,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/deterministic_2024_surface_300_thesis_relative_km_display_assumed/TEMP_surface_2024_z034.png,462.0,492.6393868948385,4376.0,4396.805363199146,16.197418212890625,0.2863955497741699,15.698216438293457,16.622770309448242,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
