image_idx_0_based,image_z_1_based,png_path
4,5,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z005.png
5,6,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z006.png
6,7,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z007.png
7,8,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z008.png
8,9,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z009.png
9,10,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z010.png
10,11,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z011.png
19,20,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z020.png
20,21,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z021.png
55,56,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z056.png
56,57,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z057.png
75,76,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z076.png
76,77,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z077.png
77,78,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z078.png
93,94,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z094.png
94,95,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z095.png
95,96,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z096.png
96,97,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z097.png
97,98,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z098.png
100,101,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z101.png
105,106,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z106.png
106,107,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z107.png
114,115,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z115.png
121,122,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z122.png
122,123,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z123.png
146,147,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png
147,148,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z148.png
148,149,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z149.png
149,150,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z150.png
154,155,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z155.png
155,156,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z156.png
158,159,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z159.png
159,160,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z160.png
160,161,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z161.png
180,181,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z181.png
181,182,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z182.png
182,183,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z183.png
203,204,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z204.png
205,206,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z206.png
208,209,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z209.png
221,222,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z222.png
243,244,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z244.png
247,248,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z248.png
248,249,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z249.png
254,255,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z255.png
255,256,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z256.png
256,257,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z257.png
257,258,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z258.png
262,263,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z263.png
263,264,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z264.png
