case_id,mission_duration,descriptor,alpha,STD_retention,STD_loss,regime_balance,descriptor_gain,descriptor_gain_norm,runtime_seconds,solver_status,regions_visited,crossing_count,path_difference_from_baseline,pareto_front_flag,tradeoff_score,selected_candidate_flag,justification_note
C01_representative,12.0,boundary_score,0.25,1.0054910698765689,-0.005491069876568888,0.0,14.39205932617186,0.0592541287903843,283.97948530000576,SUCCESS,0,0,0.8975265017667844,True,0.4639184341910702,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,12.0,boundary_score,0.5,0.9670241518787984,0.03297584812120158,0.0,22.465255737304673,0.08205916690491279,208.29653320000216,SUCCESS,0,0,0.9772727272727272,True,0.4764373364005432,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,12.0,boundary_score,1.0,0.8436434062775643,0.1563565937224357,0.0,18.733200073242173,0.07151691482404897,102.48872220001068,SUCCESS,1,0,0.945945945945946,True,0.4433092453003115,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,12.0,representative_zone,0.25,0.9974865003181388,0.0025134996818612088,0.0,7.355010986328125,0.03937598543410274,257.4336691000062,SUCCESS,0,0,0.8722627737226277,True,0.4595972271498051,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,12.0,representative_zone,1.0,0.9120625185446296,0.08793748145537039,0.0,24.061187744140625,0.08656733051082993,118.16783549998944,SUCCESS,0,0,0.9642857142857144,True,0.4723422802373342,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,12.0,interest_map,1.0,0.8885297777231601,0.11147022227683989,0.0,8.037715911865234,0.04130447955898004,89.61354059999576,SUCCESS,0,0,0.9666666666666668,True,0.45990926153194095,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,24.0,boundary_score,0.25,0.9937363201163472,0.0062636798836528396,0.0,47.12359619140628,0.15171365878886553,280.66553879999265,SUCCESS,0,0,0.9172535211267604,True,0.4803567224520017,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,24.0,boundary_score,0.5,0.9697546609570364,0.03024533904296356,0.0,71.68603515624997,0.221097249655874,209.75184280000397,SUCCESS,1,0,0.951505016722408,True,0.502461000077112,True,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,24.0,representative_zone,0.75,0.9185359646110652,0.08146403538893476,0.0,56.22966003417969,0.17743632456241362,171.26042970000708,SUCCESS,0,0,0.9655737704918032,True,0.4824610323686087,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,24.0,representative_zone,1.0,0.8613076938614741,0.1386923061385259,0.0,59.62019348144531,0.1870138500623323,135.37853309999628,SUCCESS,0,0,0.9639934533551556,True,0.4686080243564149,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
